wid,age,country,gender,marital,parenthood
1020,37.0,IND,m,married,y
1021,21,USA,f,single,n
1022,32,USA,m,married,n
1023,30,IND,m,single,n
1024,34.0,USA,m,single,y
1025,49,USA,m,married,y
1026,25,USA,m,single,n
1027,35,USA,f,married,y
1028,26,IND,f,married,y
1029,37,USA,f,married,y
1030,22.0,IND,m,single,n
1031,23,USA,f,divorced,y
1032,25.0,IND,m,single,n
1033,30,USA,m,married,y
1034,21,USA,m,single,n
1035,31,USA,m,married,n
1036,22.0,USA,m,single,n
1037,23,PHL,m,single,n
1038,58.0,IND,f,married,y
1039,37.0,USA,m,married,y
1040,34,USA,f,married,y
1041,48,USA,m,single,n
1042,28.0,USA,m,single,n
1043,26.0,IND,m,single,n
1044,27.0,IND,f,married,y
1045,34,USA,m,married,y
1046,35.0,USA,m,married,y
1047,66.0,USA,m,divorced,y
1048,31.0,USA,m,married,n
1049,23.0,USA,f,single,n
1050,34.0,USA,m,married,y
1051,22,USA,f,single,n
1052,61.0,USA,m,single,n
1053,28,USA,m,single,n
1054,41,USA,f,single,y
1055,29,USA,f,single,n
1056,38,USA,m,single,n
1057,27,IND,m,married,y
1058,32,USA,f,married,n
1059,28,USA,m,single,n
1060,39.0,USA,m,married,n
1061,38,USA,m,married,y
1062,20,IND,f,single,n
1063,25,IND,f,married,n
1064,26,USA,f,married,n
1065,36.0,USA,f,single,n
1066,40,USA,f,married,y
1067,34.0,USA,m,single,y
1068,33,USA,m,single,n
1069,38.0,USA,m,single,y
1070,30.0,USA,m,married,y
1071,29.0,USA,m,married,n
1073,61,IND,m,married,y
1074,40,IND,m,married,y
1075,43,USA,m,married,y
1076,36,USA,f,married,y
1077,26,USA,m,single,n
1078,27.0,USA,m,single,n
1079,28.0,USA,f,single,y
1080,23.0,USA,m,single,n
1081,29,USA,m,single,n
1082,24,USA,m,single,n
1083,31,USA,m,married,y
1084,39,USA,m,married,y
1085,50,USA,f,married,y
1086,28.0,USA,m,single,n
1087,40,USA,m,married,n
1088,26.0,IND,m,single,n
1089,32.0,RUS,m,single,n
1090,23.0,USA,m,single,n
1091,23,USA,f,single,n
1092,32.0,USA,m,single,n
1093,35,USA,f,married,n
1094,23,LTU,m,single,n
1095,31.0,USA,m,single,y
1096,42,IND,f,married,y
1097,36.0,USA,m,single,n
1098,25,IND,m,single,n
1099,30,USA,f,married,n
1100,51.0,USA,f,married,n
1101,26,USA,f,single,n
1102,29,USA,f,single,n
1103,36,USA,f,married,y
1104,34.0,USA,f,married,y
1105,27,USA,f,single,n
1106,28,PRI,f,single,n
1107,22,USA,m,single,n
1108,35,CAN,m,married,y
1109,38,USA,m,single,n
1110,21,CAN,m,single,n
1111,38,USA,m,married,y
1112,32,USA,m,single,n
1113,27,IND,m,married,y
1114,33.0,USA,m,married,n
1115,38,USA,f,married,y
1116,36.0,USA,m,married,y
1117,30,USA,f,married,y
1118,26,IND,m,married,y
1119,31,USA,m,single,n
1120,67,USA,f,married,y
1121,41,USA,m,married,y
1122,44,USA,f,single,n
1123,25.0,IND,m,single,n
1124,21.0,IND,f,single,n
1125,34,USA,m,single,n
1126,33.0,SWE,m,married,y
1127,18,USA,m,single,n
1128,24,USA,m,single,n
1129,31,USA,m,single,n
1130,25.0,IND,m,single,n
1131,26,USA,f,married,n
1132,33.0,USA,m,married,y
1133,34,USA,f,single,n
1134,45,USA,f,married,y
1135,29,PER,m,single,n
1137,41.0,USA,f,married,y
1138,40,USA,f,married,y
1139,19.0,USA,m,single,n
1140,22.0,IND,m,single,n
1141,23.0,USA,f,single,n
1142,32,IND,m,single,n
1143,24.0,USA,m,single,n
1144,31,USA,m,single,n
1145,25,USA,f,single,n
1146,24.0,USA,m,single,n
1147,39.0,USA,f,married,y
1148,35.0,USA,m,single,n
1149,22,USA,m,single,n
1150,25,USA,m,single,y
1151,29,USA,m,single,n
1152,25.0,USA,m,single,n
1153,27,USA,f,married,y
1154,46,USA,f,single,n
1155,32,USA,f,married,n
1156,30,USA,m,married,y
1157,28.0,IND,f,married,y
1158,43.0,PAK,f,married,y
1159,30,IND,f,married,y
1160,24,USA,f,single,n
1161,32,IND,f,married,y
1162,37,USA,f,married,n
1163,46,USA,m,single,n
1164,35,USA,m,single,n
1165,51.0,USA,m,divorced,y
1166,33,USA,m,married,n
1167,23.0,USA,m,single,n
1168,30,USA,m,single,n
1169,34.0,USA,m,single,n
1170,28,USA,m,married,y
1171,56,USA,m,single,n
1172,36,MKD,m,single,n
1173,20.0,IND,f,married,n
1174,26.0,USA,m,single,n
1175,35,USA,m,married,y
1176,31,USA,f,married,n
1177,39,USA,m,married,y
1178,27,USA,f,single,n
1179,27,VEN,m,married,y
1180,29,USA,m,single,n
1181,31,IND,m,married,y
1182,26,USA,m,married,n
1183,29,USA,f,married,y
1184,38,USA,m,married,y
1185,20.0,USA,m,single,n
1186,31.0,USA,m,married,y
1187,26,IND,f,married,n
1188,31,USA,m,single,n
1189,33.0,IND,f,married,y
1190,23,USA,f,single,n
1191,41.0,USA,m,divorced,n
1192,29.0,USA,f,married,y
1193,33,IND,f,married,y
1194,33,USA,m,married,y
1195,25.0,USA,m,married,n
1196,31,USA,m,single,n
1197,29,USA,f,married,n
1198,42,USA,m,married,y
1199,26,IND,f,married,y
1200,50,USA,m,single,n
1201,25,USA,m,single,n
1202,37.0,USA,f,married,y
1203,32,USA,m,married,n
1204,20,USA,f,single,n
1205,44,USA,m,married,y
1206,33,USA,m,single,n
1207,56,USA,f,divorced,y
1208,64,USA,m,married,y
1209,23,USA,m,single,n
1210,31,USA,f,married,y
1211,33,USA,f,single,n
1212,30,USA,m,married,y
1213,49,USA,f,married,y
1214,40.0,USA,m,single,y
1215,26,IND,m,married,y
1216,25,IND,f,married,y
1217,22,USA,f,single,n
1218,31,USA,f,married,y
1219,29,USA,m,single,n
1220,65.0,CAN,f,married,y
1221,31,IND,f,married,y
1222,24,USA,f,single,n
1223,23,TUR,m,single,n
1224,49,IND,m,married,y
1225,28.0,USA,m,single,n
1226,29,USA,m,single,n
1227,28,IND,f,married,y
1228,25,USA,m,married,y
1229,56,USA,f,married,y
1230,32.0,USA,f,single,n
1231,28,EGY,f,married,y
1232,35,IND,m,married,y
1233,29,IND,f,married,y
1234,47,USA,f,married,y
1235,21.0,IND,m,single,n
1236,28,USA,m,single,n
1237,29,USA,m,married,n
1238,35,USA,m,married,y
1239,22.0,USA,f,single,n
1240,23.0,PHL,m,single,n
1241,22,USA,f,single,n
1242,29.0,USA,f,single,n
1243,28,USA,f,single,n
1244,50.0,USA,m,married,y
1245,42,IND,m,single,n
1246,25,USA,f,single,n
1247,34.0,USA,m,married,y
1248,33,USA,m,single,n
1249,42.0,USA,f,married,y
1250,28.0,USA,f,single,n
1251,27.0,USA,m,single,n
1252,31,IND,f,married,y
1253,57,USA,m,single,n
1254,32.0,IND,m,married,y
1255,27,USA,m,single,n
1256,31,USA,m,single,y
1257,28,USA,m,single,n
1258,30.0,USA,f,single,n
1259,30.0,USA,m,married,n
1260,58,USA,f,married,y
1261,62.0,IND,f,married,y
1262,24.0,USA,f,single,n
1263,27,USA,f,single,n
1264,28,IND,m,single,n
1265,27,USA,m,single,y
1266,24,IND,f,married,y
1267,40.0,USA,m,single,n
1268,24.0,USA,f,single,n
1269,24,USA,m,single,n
1270,31.0,USA,m,single,n
1271,33.0,USA,m,single,n
1272,35.0,USA,m,single,n
1273,39.0,USA,m,married,y
1274,32,USA,f,married,y
1275,29,USA,m,single,n
1276,32.0,USA,m,single,n
1277,30,USA,f,married,n
1278,25.0,USA,m,married,n
1279,28,USA,m,single,n
1280,19,FRA,m,single,n
1281,31,IND,f,married,y
1282,25.0,USA,m,single,n
1283,60.0,USA,f,single,y
1284,26,USA,m,single,n
1285,29,IND,m,married,n
1286,28.0,USA,f,married,y
1287,26.0,USA,m,single,n
1288,30,USA,m,single,n
1289,40.0,USA,f,single,n
1290,50,USA,f,married,y
1291,24,USA,m,single,n
1292,25.0,USA,f,married,n
1293,29,IND,m,single,n
1294,20.0,USA,m,single,n
1295,58,USA,m,married,y
1296,25.0,USA,f,married,n
1297,25,USA,f,single,n
1298,46.0,USA,m,single,n
1299,19.0,USA,m,single,n
1300,27,USA,m,married,y
1301,28.0,USA,m,single,n
1302,28.0,USA,f,married,y
1303,38,USA,m,married,y
1304,43.0,USA,m,married,y
1305,37,USA,f,married,y
1306,28,USA,m,single,n
1307,20,USA,m,single,n
1308,36,USA,f,married,y
1309,26,USA,m,married,y
1310,29,USA,m,single,n
1311,45,IND,m,married,n
1312,23.0,IND,m,single,n
1313,26,USA,m,single,n
1314,29.0,USA,m,single,n
1315,38,USA,m,married,y
1316,29.0,USA,f,married,y
1317,21.0,IND,m,single,n
1318,30,USA,m,single,n
1319,28,IND,m,single,n
1320,36,USA,f,single,n
1321,18,USA,m,single,n
1322,38.0,IND,f,married,y
1323,27,IND,f,married,y
1324,48,USA,f,divorced,y
1325,43,USA,f,married,y
1326,33,USA,m,single,n
1327,23,USA,m,married,n
1328,50,USA,f,divorced,n
1329,34.0,USA,m,divorced,n
1330,24,USA,f,single,n
1331,26.0,USA,m,single,n
1332,38,VEN,m,married,y
1333,28,USA,f,married,y
1334,34.0,IND,f,single,n
1335,25,IND,f,married,y
1336,27,USA,m,single,n
1337,30.0,USA,f,single,n
1338,57.0,USA,f,married,y
1339,29,USA,f,single,n
1340,36,USA,m,single,n
1341,34,USA,m,single,n
1342,50,USA,m,single,n
1343,23,USA,m,single,n
1344,22.0,USA,m,single,n
1345,28.0,USA,m,married,n
1346,44,USA,m,single,n
1347,21.0,USA,f,single,n
1348,41,USA,m,single,n
1349,68,USA,m,married,y
1350,34.0,USA,m,single,n
1351,24,USA,m,single,n
1352,23,USA,f,single,n
1353,60,USA,f,divorced,y
1354,25,ARE,m,single,n
1355,45,IND,m,married,y
1356,35,IND,f,married,y
1357,36,USA,m,married,n
1358,31.0,USA,m,single,n
1359,32,USA,m,single,n
1360,35,USA,f,married,n
1361,27,USA,f,single,y
1362,25,USA,m,single,n
1363,48,IND,m,married,y
1364,61,USA,m,married,y
1365,30.0,USA,f,single,y
1366,28,USA,f,married,y
1367,29.0,IND,f,married,y
1368,23,USA,m,single,n
1369,30,USA,f,divorced,n
1370,41.0,USA,f,married,y
1371,24,IND,m,single,n
1372,24,USA,f,single,n
1373,24.0,IND,f,single,n
1374,36.0,USA,m,married,y
1375,59.0,USA,f,married,y
1376,49,USA,f,married,y
1377,36,USA,m,single,n
1378,52,IND,m,single,n
1379,21.0,USA,m,single,n
1380,43,USA,m,married,y
1381,39.0,USA,f,married,y
1382,25.0,USA,f,single,n
1383,56.0,USA,m,single,n
1384,23.0,IND,m,single,n
1385,19.0,IND,m,single,n
1386,62,USA,f,divorced,n
1387,30.0,USA,m,married,y
1388,25,USA,m,single,n
1389,29,USA,m,married,n
1390,27.0,USA,m,single,n
1391,34,IND,m,married,n
1392,36,COL,m,single,n
1393,26,USA,f,married,n
1394,33,USA,m,married,n
1395,25,USA,f,married,n
1396,31,IND,m,married,y
1397,22,USA,m,single,n
1398,34,USA,f,single,n
1399,27,USA,f,single,n
1400,27,USA,m,single,n
1401,21.0,USA,m,single,n
1402,27,USA,f,married,y
1403,38,IND,m,married,y
1404,37,USA,m,married,y
1405,36,USA,m,single,y
1406,26.0,USA,m,single,n
1407,31,USA,m,single,n
1408,24,USA,f,married,y
1409,22,USA,f,single,n
1410,38.0,USA,f,married,y
1411,30,IND,f,married,y
1412,24,USA,m,single,n
1413,25.0,IND,m,single,n
1414,20.0,USA,m,single,n
1415,31,USA,m,single,n
1416,51.0,USA,m,single,n
1417,25.0,USA,f,single,n
1418,23,USA,m,single,n
1419,56,USA,f,married,y
1420,54.0,USA,f,married,y
1421,28,IND,m,single,n
1422,24,IND,m,married,y
1423,21,USA,f,single,n
1424,20,USA,m,single,n
1425,48.0,USA,f,widowed,y
1426,37,USA,f,married,y
1427,28,USA,f,married,y
1428,38,USA,f,married,y
1429,53,USA,f,separated,y
1430,33,USA,m,single,n
1431,24.0,USA,m,single,n
1432,19,USA,m,single,n
1433,29,USA,m,single,y
1434,27,USA,m,single,n
1435,45,USA,f,married,y
1436,31,USA,m,married,y
1437,27.0,USA,m,single,n
1438,27,USA,m,single,n
1439,35.0,USA,f,single,n
1440,24,USA,m,single,n
1441,56.0,USA,m,widowed,y
1442,41,IND,m,married,y
1443,36,USA,f,married,n
1444,28,USA,m,married,y
1445,45,USA,f,married,y
1446,26.0,USA,f,married,n
1447,24,USA,f,married,n
1448,38,IND,m,married,y
1449,52.0,USA,f,married,y
1450,37,USA,f,married,y
1451,32.0,USA,f,married,y
1452,24,USA,f,single,n
1453,33,IND,m,married,y
1454,35.0,USA,m,single,n
1455,19,USA,m,married,n
1456,25,USA,m,single,n
1457,32,IND,f,married,y
1458,28.0,USA,f,single,n
1459,22,USA,m,single,n
1460,29,USA,f,married,y
1461,23,USA,f,married,n
1462,24,USA,m,single,n
1463,31,USA,m,single,n
1464,31,USA,m,married,n
1465,45.0,USA,m,married,y
1466,56,USA,f,married,y
1467,26.0,USA,m,single,n
1468,36.0,USA,m,single,y
1469,30,IND,f,married,y
1470,24,USA,m,single,n
1471,31,USA,m,married,y
1472,41.0,USA,m,single,n
1473,38.0,USA,m,married,y
1474,23.0,USA,m,single,n
1475,32,GBR,f,single,n
1476,20,USA,m,single,n
1477,32.0,USA,m,divorced,y
1478,28,USA,f,married,y
1479,51,USA,f,divorced,y
1480,27.0,USA,f,single,n
1481,24,IND,f,single,n
1482,31.0,USA,f,single,n
1483,26.0,USA,f,single,n
1484,37.0,USA,f,single,n
1485,30.0,USA,f,single,y
1486,24,USA,m,single,n
1487,26,IND,m,married,n
1488,59.0,IND,f,married,y
1489,35,USA,m,single,n
1490,25,USA,m,single,n
1491,25,IND,f,single,n
1492,41,USA,m,single,n
1493,22,IND,m,single,n
1494,28.0,USA,m,married,y
1495,40.0,USA,m,married,y
1496,23,USA,f,single,n
1497,23,USA,m,single,n
1498,35.0,USA,f,married,y
1499,21,USA,o,single,n
1500,44,IND,m,married,y
1501,30.0,USA,m,single,n
1502,42,IND,f,married,y
1503,42,USA,f,single,n
1504,25.0,IND,m,single,n
1505,33,IND,m,married,n
1506,35,USA,f,married,y
1507,43,USA,m,single,y
1508,27,USA,f,married,y
1509,27,IND,m,single,n
1510,38,USA,m,single,n
1511,33,IND,m,married,y
1512,24.0,USA,m,single,n
1513,25,IND,m,single,n
1514,28,USA,f,married,y
1515,23,IND,f,single,n
1516,20,USA,m,single,n
1517,22,USA,m,single,n
1518,25.0,USA,m,single,n
1519,22,IND,m,single,n
1520,33.0,USA,f,married,y
1521,22,USA,f,single,n
1522,20,USA,m,single,n
1523,20,IND,f,single,y
1524,31,USA,m,single,n
1525,24,USA,m,single,n
1526,30,USA,f,single,n
1527,25.0,USA,m,single,n
1528,25,IND,f,married,y
1529,23,IND,f,single,y
1530,25.0,IND,f,single,n
1531,26.0,USA,f,single,n
1532,51.0,IND,m,married,y
1533,22.0,USA,m,single,n
1534,35,USA,m,single,n
1535,38,USA,f,married,y
1536,20,USA,m,single,n
1537,23.0,USA,m,single,n
1538,40,USA,f,married,y
1539,26,USA,m,single,n
1540,29.0,USA,m,married,y
1541,31.0,USA,m,single,n
1542,23.0,USA,f,single,y
1543,41,IND,m,married,y
1544,21,USA,f,single,n
1545,26,USA,f,married,y
1546,38,USA,m,married,y
1547,38,USA,f,single,n
1548,30.0,USA,m,single,n
1549,33,USA,m,single,n
1550,41,USA,m,married,y
1551,20,USA,m,single,n
1552,27.0,USA,m,single,n
1553,27.0,USA,f,single,y
1554,18,USA,m,single,n
1555,24,USA,m,married,n
1556,42,USA,f,married,n
1557,28.0,USA,m,single,n
1558,20,USA,m,single,n
1559,30.0,USA,m,single,n
1560,30.0,USA,f,married,n
1561,24.0,IND,f,single,n
1562,32,IND,f,married,y
1563,27,USA,m,married,n
1564,18.0,CAN,m,single,n
1565,25,USA,f,single,n
1566,48,USA,m,divorced,y
1567,25.0,USA,m,married,n
1568,29,USA,f,married,n
1569,24,USA,m,single,n
1570,34.0,USA,f,single,n
1571,54,USA,f,married,y
1572,27,IND,m,married,y
1573,23,IND,m,single,n
1574,39,USA,m,single,n
1575,32.0,USA,f,single,n
1576,20.0,USA,m,single,n
1577,51,USA,f,married,y
1578,43,FRA,m,married,y
1579,44,USA,m,single,n
1580,30,USA,m,single,n
1581,33.0,USA,m,divorced,y
1582,21.0,USA,m,single,n
1583,35,USA,m,married,n
1584,19,USA,f,single,n
1585,28,USA,m,single,n
1586,26.0,USA,m,single,n
1587,25,USA,m,married,n
1588,34,USA,m,married,y
1589,64.0,IND,m,married,y
1590,22,USA,m,single,n
1591,35.0,USA,f,married,y
1592,27.0,USA,f,married,y
1593,31,USA,m,single,n
1594,52,USA,m,married,y
1595,28,USA,m,single,n
1596,24,USA,m,single,n
1597,28,USA,f,single,n
1598,26.0,USA,f,single,n
1599,24,USA,m,single,n
1600,57.0,USA,f,single,n
1601,27.0,USA,m,single,n
1602,27,IND,f,single,n
1603,23.0,IND,m,single,n
1604,31,USA,f,separated,n
1605,26,USA,m,single,n
1606,32,IND,f,married,y
1607,26,USA,m,single,n
1608,26,IND,m,single,y
1609,23,USA,f,single,n
1610,18,PHL,m,single,n
1611,32.0,USA,f,married,y
1612,37,IND,f,married,y
1613,47,USA,m,married,y
1614,25,USA,f,single,y
1615,25.0,USA,f,single,n
1616,43.0,USA,f,divorced,y
1617,28,USA,m,married,y
1618,41.0,USA,m,married,y
1619,27,USA,m,married,n
1620,41.0,AUS,m,single,n
1621,38.0,USA,f,married,y
1622,31,USA,f,married,y
1623,43.0,USA,m,married,y
1624,27.0,USA,m,single,n
1625,25,IND,m,single,n
1626,35,USA,m,married,y
1627,30,USA,f,married,y
1628,32.0,USA,m,single,n
1629,56,USA,f,married,n
1630,24,USA,m,single,n
1631,28.0,USA,m,single,n
1632,27,USA,m,married,y
1633,35.0,USA,m,married,y
1634,39,USA,f,single,n
1635,56,USA,f,widowed,y
1636,28,USA,m,single,n
1637,33,USA,m,single,y
1638,20,USA,m,single,n
1639,45,USA,m,married,y
1640,36,USA,m,single,n
1641,30,IND,f,married,y
1642,24,USA,m,single,n
1644,22,USA,m,single,n
1645,43,USA,f,married,y
1646,36,IND,f,married,y
1647,38,USA,f,married,n
1648,30,VEN,f,separated,y
1649,46.0,USA,m,married,y
1650,27,USA,m,single,n
1651,31.0,USA,f,single,y
1652,32,USA,m,single,n
1653,37.0,USA,f,married,y
1654,27.0,USA,f,single,n
1655,19,USA,m,single,n
1656,63,USA,f,divorced,y
1657,22.0,USA,m,single,n
1658,22.0,USA,m,single,n
1659,37.0,USA,m,married,n
1660,42,USA,m,married,y
1661,35.0,USA,f,divorced,y
1662,24.0,IND,f,married,y
1663,31.0,USA,m,married,y
1664,48.0,USA,f,married,y
1665,23.0,USA,f,single,n
1667,19,AUS,m,single,y
1668,31.0,USA,f,single,n
1669,26,USA,m,single,n
1670,22,VEN,f,single,n
1671,32,USA,f,single,n
1672,29,USA,m,single,n
1673,28,IND,m,married,y
1674,31.0,USA,f,single,n
1675,32,USA,m,single,n
1676,35.0,USA,m,divorced,y
1677,24.0,USA,m,single,n
1678,38.0,USA,f,single,y
1679,21,USA,f,single,n
1680,23,USA,m,single,n
1681,23,USA,m,single,n
1682,26.0,USA,m,single,n
1683,23,USA,m,single,n
1684,35.0,USA,m,married,y
1685,21,USA,f,single,n
1686,21,USA,m,single,n
1687,23.0,USA,m,single,n
1688,22,USA,m,single,n
1689,30.0,USA,m,married,y
1690,47.0,IND,f,widowed,y
1691,22,USA,m,single,n
1692,23.0,USA,f,single,n
1693,26,USA,m,single,n
1694,43,USA,f,single,n
1695,37.0,USA,f,single,n
1696,51,VEN,m,married,y
1697,24,USA,m,single,n
1698,47.0,IND,f,married,y
1699,38.0,USA,f,single,y
1700,28,USA,m,married,n
1701,20,USA,f,single,n
1702,19,USA,f,single,n
1703,25,USA,f,single,n
1704,37,USA,m,single,n
1705,34,USA,f,married,n
1706,36,IND,f,divorced,n
1707,35,GRC,f,single,n
1708,27,USA,m,single,n
1709,33,USA,f,single,n
1710,20,USA,m,single,n
1711,25,IND,m,single,y
1712,35,USA,f,divorced,n
1713,24,USA,f,single,n
1714,31,NGA,m,married,n
1715,30.0,USA,f,single,n
1716,35,USA,f,single,n
1717,33,USA,f,married,y
1718,66.0,USA,f,single,n
1719,22,IND,m,single,y
1720,47,USA,m,married,y
1721,26.0,ROU,m,single,n
1722,39,USA,m,single,n
1723,34,USA,f,married,n
1724,39,USA,m,married,n
1726,46.0,USA,f,divorced,y
1727,32,ARM,f,married,y
1728,22.0,USA,m,single,n
1729,22,USA,m,single,n
1730,29,ROU,m,single,n
1731,48,USA,m,divorced,y
1732,37,USA,m,married,n
1733,24,IND,m,single,n
1734,28.0,USA,m,single,n
1735,23.0,USA,f,single,n
1736,25,PHL,f,single,n
1737,18.0,USA,f,single,n
1738,28.0,USA,f,married,y
1739,35,USA,m,married,y
1740,25,PAK,m,single,n
1741,32,USA,m,married,y
1742,23,USA,m,single,n
1743,22.0,USA,m,single,n
1744,28,IND,f,single,y
1745,37.0,IND,m,married,y
1746,27,USA,m,single,n
1747,33,USA,m,married,n
1748,25,USA,m,single,n
1749,30.0,USA,m,single,n
1750,25,USA,m,single,n
1751,30,USA,m,single,n
1752,35,USA,m,married,y
1753,26,USA,f,single,y
1754,51,USA,m,divorced,y
1755,26,USA,f,single,n
1756,30,USA,f,married,y
1757,27.0,USA,m,single,n
1758,33,VEN,m,married,n
1759,33.0,USA,m,single,n
1760,32,IND,m,married,n
1761,32,IND,m,married,y
1762,32.0,USA,m,single,n
1763,36,USA,m,married,y
1764,33,IND,f,married,y
1765,31.0,USA,f,married,n
1766,28,USA,m,single,n
1767,28,USA,f,single,y
1768,32,NGA,m,single,n
1769,27,CAN,m,single,n
1770,24,USA,m,single,n
1771,21,USA,m,single,n
1772,25,USA,m,single,n
1773,65,USA,f,widowed,y
1774,36.0,USA,f,married,y
1775,28.0,USA,f,single,n
1776,21,USA,f,single,n
1777,27,USA,m,single,n
1778,25.0,IND,m,single,n
1779,34.0,USA,f,married,y
1780,29.0,USA,m,single,n
1781,29,USA,m,married,n
1782,33,USA,m,single,n
1783,26,USA,m,single,n
1784,45.0,IND,f,single,n
1785,31,USA,f,single,n
1786,30,MAC,o,married,y
1787,50,USA,f,married,y
1788,21,USA,f,single,n
1789,25,IND,f,married,y
1790,32.0,USA,m,single,n
1791,36,USA,m,married,y
1792,32,IND,m,married,y
1793,43.0,USA,f,married,n
1794,22,USA,f,single,n
1795,20.0,USA,m,single,n
1796,24,IND,m,single,n
1797,23,USA,f,single,n
1798,42,VEN,m,married,y
1799,44.0,USA,f,single,y
1800,25.0,USA,f,married,n
1801,59.0,USA,f,married,n
1802,25.0,USA,m,single,n
1803,27,USA,f,single,n
1804,32.0,USA,m,single,n
1805,30.0,USA,m,single,n
1806,31.0,IND,m,single,n
1807,30,USA,f,married,y
1808,37,IND,f,married,y
1810,28.0,USA,f,single,n
1811,44,USA,f,divorced,n
1812,41,USA,f,married,y
1813,41,IND,m,single,n
1814,22.0,USA,m,single,n
1815,33.0,USA,f,married,y
1816,29.0,USA,m,married,y
1817,56.0,USA,f,divorced,y
1818,42.0,USA,f,single,y
1819,35,USA,m,married,y
1820,23.0,USA,m,single,n
1821,25.0,USA,f,married,y
1823,27.0,IND,m,married,y
1824,25,IND,m,single,n
1825,29,USA,m,single,n
1826,29.0,USA,m,single,y
1827,22,SGP,m,single,n
1828,25.0,USA,m,single,n
1829,30,USA,f,married,y
1830,37,USA,m,married,y
1831,30,USA,f,single,n
1832,24,USA,f,single,n
1833,62,USA,m,married,y
1834,29.0,USA,m,single,n
1835,27,USA,m,married,n
1836,31,IND,m,married,y
1837,38,USA,m,single,n
1838,25,USA,m,single,y
1839,51,USA,m,married,n
1840,77,USA,f,divorced,y
1841,38,USA,f,married,y
1842,32,USA,m,single,n
1843,27,USA,m,single,n
1844,29,USA,f,married,y
1845,72,USA,m,single,y
1846,29.0,USA,f,married,n
1847,35,USA,m,single,n
1848,27,USA,f,married,n
1849,20.0,USA,f,married,n
1850,20.0,USA,m,single,n
1851,40,USA,f,married,y
1852,34.0,USA,m,single,y
1853,21,USA,f,single,n
1855,43,USA,f,single,n
1856,26,USA,m,single,n
1857,34,USA,f,married,y
1858,31,IND,m,single,y
1860,20,IND,m,single,n
1861,29.0,USA,m,married,n
1862,33,USA,m,married,n
1863,31,USA,m,married,y
1864,33.0,USA,m,single,n
1865,22,USA,f,separated,y
1866,38.0,USA,f,married,y
1867,58.0,USA,f,married,n
1868,19,TUR,m,single,n
1869,74,USA,f,married,y
1870,27.0,USA,m,single,n
1871,26,USA,f,single,y
1872,20,PHL,m,single,n
1873,25.0,USA,m,single,n
1874,21.0,USA,m,single,n
1875,21,IND,m,single,n
1876,30,USA,f,married,y
1877,29,UGA,m,single,n
1878,21,USA,m,single,n
1879,22,USA,m,single,n
1880,35,USA,f,married,y
1881,25.0,USA,m,single,n
1882,31,USA,f,married,n
1883,29.0,USA,m,single,n
1884,35,IND,f,married,y
1885,26,USA,f,single,n
1886,31,USA,m,single,n
1887,35.0,USA,f,divorced,n
1888,35,USA,m,married,y
1889,27.0,USA,f,single,y
1890,30,USA,f,married,y
1891,36,USA,f,married,y
1892,25,USA,m,single,n
1893,21,USA,m,single,n
1894,40,USA,m,divorced,y
1895,38.0,USA,o,separated,n
1896,32,USA,m,married,n
1897,43,IND,m,married,y
1898,24.0,USA,m,single,n
1899,33,IND,m,single,n
1900,24,USA,f,single,n
1901,19,USA,m,single,n
1902,33,POL,m,married,y
1903,25,USA,m,single,n
1904,36,USA,m,single,n
1905,33,USA,f,married,y
1906,20,CAN,m,single,n
1907,29,USA,f,married,y
1908,25.0,USA,f,single,n
1909,38.0,USA,m,married,y
1910,50.0,USA,m,divorced,y
1911,45,USA,m,married,y
1912,26,USA,f,married,n
1913,20,USA,f,single,n
1914,27,USA,f,married,y
1915,31,USA,f,separated,y
1916,24,USA,m,single,n
1917,24,USA,m,single,n
1918,32,USA,f,married,y
1919,51,USA,m,divorced,y
1921,26,USA,m,single,n
1922,28.0,USA,m,single,n
